Node ID,Selected Expert,Probability
0,0,2.6587133407592773
1,0,3.594869375228882
2,0,3.7612743377685547
3,0,1.2278677225112915
4,0,1.4096230268478394
5,0,3.696465253829956
6,0,4.041364669799805
7,0,2.940028190612793
8,0,2.8234870433807373
9,0,3.506657838821411
10,0,1.6337316036224365
11,0,1.6439335346221924
12,0,2.884960174560547
13,0,3.438594341278076
14,0,3.2021894454956055
15,0,2.4189133644104004
16,0,1.9127707481384277
17,0,3.0497753620147705
18,0,2.291229009628296
19,0,3.076262950897217
20,0,2.0079495906829834
21,0,2.339606761932373
22,0,2.6551012992858887
23,0,4.132637023925781
24,0,1.6746947765350342
25,0,3.647517204284668
26,0,2.124849319458008
27,0,2.6343905925750732
28,0,2.4388394355773926
29,0,3.416198968887329
30,0,2.6551311016082764
31,0,2.4092118740081787
32,0,1.8757970333099365
33,0,4.513160705566406
34,0,3.549767017364502
35,0,1.2769513130187988
36,0,3.5963642597198486
37,0,2.716804027557373
38,0,2.426887035369873
39,0,2.7312581539154053
40,0,3.2797579765319824
41,0,2.358628511428833
42,0,2.497333526611328
43,0,4.492946147918701
44,0,2.6266918182373047
45,0,3.506896734237671
46,0,3.2515289783477783
47,0,2.9312498569488525
48,0,2.470674991607666
49,0,1.657183051109314
50,0,2.0740442276000977
51,0,3.7676682472229004
52,0,3.2385778427124023
53,0,3.4613735675811768
54,0,2.564211845397949
55,0,3.438429832458496
56,0,1.3440977334976196
57,0,2.4986515045166016
58,0,2.150872230529785
59,0,1.9330583810806274
60,0,1.9374809265136719
61,0,2.1258091926574707
62,0,1.9187705516815186
63,0,2.9413747787475586
64,0,2.3445234298706055
65,0,3.008385419845581
66,0,1.876213788986206
67,0,1.9668729305267334
68,0,2.3153762817382812
69,0,2.8051083087921143
70,0,3.028027057647705
71,0,2.8546013832092285
72,0,2.4793877601623535
73,0,2.36820387840271
74,0,3.4527785778045654
75,0,5.826303482055664
76,0,2.647343158721924
77,0,2.176593542098999
78,0,2.1456637382507324
79,0,2.8641133308410645
80,0,3.4821889400482178
81,0,2.6818997859954834
82,0,2.5135257244110107
83,0,3.053980588912964
84,0,2.429426431655884
85,0,2.7803947925567627
86,0,2.499462842941284
87,0,2.5187137126922607
88,0,1.0496313571929932
89,0,3.5583951473236084
90,0,2.1283676624298096
91,0,2.217200994491577
92,0,1.9634442329406738
93,0,2.714322090148926
94,0,1.8156845569610596
95,0,3.8452491760253906
96,0,2.983567237854004
97,0,2.2514421939849854
98,0,1.9296056032180786
99,0,2.4080495834350586
100,0,2.965202808380127
101,0,3.5775279998779297
102,0,2.482937812805176
103,0,2.9425480365753174
104,0,3.2053260803222656
105,0,2.760664701461792
106,0,2.598200798034668
107,0,1.4775028228759766
108,0,2.538226366043091
109,0,3.3926680088043213
110,0,4.301383972167969
111,0,1.741190791130066
112,0,3.513512134552002
113,0,1.7347888946533203
114,0,3.233759880065918
115,0,3.501786470413208
116,0,3.8124189376831055
117,0,2.8433218002319336
118,0,3.7445268630981445
119,0,3.1127586364746094
120,0,1.3266596794128418
121,0,2.9302432537078857
122,0,2.3406527042388916
123,0,2.1340370178222656
124,0,5.418557643890381
125,0,2.6139063835144043
126,0,2.544740676879883
127,0,2.3688619136810303
128,0,1.5393040180206299
129,0,2.1433680057525635
130,0,2.148789882659912
131,0,3.8569672107696533
132,0,3.114198923110962
133,0,2.443209648132324
134,0,1.8629752397537231
135,0,3.5473289489746094
136,0,3.626661777496338
137,0,4.464405536651611
138,0,1.9444442987442017
139,0,2.118839979171753
140,0,3.3775689601898193
141,0,3.4470713138580322
142,0,3.5562853813171387
143,0,2.508843183517456
144,0,2.1778151988983154
145,0,2.8416707515716553
146,0,2.386990785598755
147,0,4.788549423217773
148,0,2.5439999103546143
149,0,4.100822925567627
150,0,3.542257308959961
151,0,3.4489283561706543
152,0,2.2508046627044678
153,0,2.9358036518096924
154,0,2.8439993858337402
155,0,4.605962753295898
156,0,4.011621475219727
157,0,2.3096070289611816
158,0,3.621431350708008
159,0,3.4774694442749023
160,0,2.6068949699401855
161,0,3.1809725761413574
162,0,3.917466640472412
163,0,2.8154985904693604
164,0,2.4551844596862793
165,0,2.1301727294921875
166,0,3.224039077758789
167,0,2.901348114013672
168,0,2.6017773151397705
169,0,2.3766705989837646
170,0,3.452397108078003
171,0,2.015317678451538
172,0,3.1788196563720703
173,0,2.5046584606170654
174,0,1.7437801361083984
175,0,2.1829588413238525
176,0,2.719578981399536
177,0,2.2941341400146484
178,0,2.8891897201538086
179,0,2.3637521266937256
180,0,3.0903995037078857
181,0,3.5140929222106934
182,0,2.585020065307617
183,0,2.5316219329833984
184,0,3.788236618041992
185,0,3.440514087677002
186,0,2.1808388233184814
187,0,2.425262212753296
188,0,2.6796863079071045
189,0,2.239196538925171
190,0,4.135653972625732
191,0,2.971005439758301
192,0,2.8861372470855713
193,0,2.3547918796539307
194,0,3.6997556686401367
195,0,5.05666971206665
196,0,2.9694950580596924
197,0,2.117668628692627
198,0,3.8277065753936768
199,0,1.539339303970337
200,0,3.307774066925049
201,0,2.690236806869507
202,0,3.027867555618286
203,0,2.6775622367858887
204,0,2.3786284923553467
205,0,3.76716685295105
206,0,1.6251106262207031
207,0,2.6031668186187744
208,0,2.3490233421325684
209,0,2.5771515369415283
210,0,3.1544134616851807
211,0,3.1187353134155273
212,0,2.2632675170898438
213,0,1.9591617584228516
214,0,3.519197940826416
215,0,2.1044466495513916
216,0,1.443835973739624
217,0,3.807464122772217
218,0,2.688140869140625
219,0,2.073965311050415
220,0,2.47979736328125
221,0,2.569251537322998
222,0,2.1018996238708496
223,0,2.3813183307647705
224,0,2.5747196674346924
225,0,3.5074827671051025
226,0,2.9651455879211426
227,0,3.794551372528076
228,0,3.049574375152588
229,0,2.3169636726379395
230,0,3.112231731414795
231,0,3.1607284545898438
232,0,2.013731002807617
233,0,2.2333896160125732
234,0,3.4843506813049316
235,0,3.66453218460083
236,0,3.4970438480377197
237,0,2.5309853553771973
238,0,2.203847646713257
239,0,2.1745357513427734
240,0,2.791085720062256
241,0,3.6531875133514404
242,0,3.6961746215820312
243,0,4.0335187911987305
244,0,2.2524971961975098
245,0,4.178376197814941
246,0,2.6967811584472656
247,0,3.535334587097168
248,0,3.3288748264312744
249,0,3.419567823410034
250,0,3.41745662689209
251,0,3.379568099975586
252,0,3.6355695724487305
253,0,2.9370791912078857
254,0,2.598562002182007
255,0,4.239686489105225
256,0,2.6393308639526367
257,0,4.271883010864258
258,0,2.9746346473693848
259,0,3.273350954055786
260,0,1.7498509883880615
261,0,3.4793691635131836
262,0,2.856436014175415
263,0,2.8193857669830322
264,0,2.1502280235290527
265,0,2.834275960922241
266,0,2.2785115242004395
267,0,1.7813034057617188
268,0,4.430688381195068
269,0,3.138021945953369
270,0,2.8395283222198486
271,0,4.205120086669922
272,0,3.1715164184570312
273,0,3.103625535964966
274,0,1.9918378591537476
275,0,3.1839048862457275
276,0,2.779789686203003
277,0,3.271749258041382
278,0,3.3974649906158447
279,0,3.9049265384674072
280,0,3.5364763736724854
281,0,2.224503993988037
282,0,3.5373668670654297
283,0,2.7175276279449463
284,0,2.8286681175231934
285,0,2.687141180038452
286,0,3.6490845680236816
287,0,2.0469751358032227
288,0,3.750636577606201
289,0,3.2658705711364746
290,0,4.596855640411377
291,0,4.539590358734131
292,0,5.054757595062256
293,0,3.248800039291382
294,0,3.8798069953918457
295,0,2.749321460723877
296,0,3.658568859100342
297,0,3.102633476257324
298,0,4.550213813781738
299,0,2.7089288234710693
300,0,3.217283010482788
301,0,3.8152880668640137
302,0,3.0354504585266113
303,0,3.7898757457733154
304,0,3.343388080596924
305,0,4.207107067108154
306,0,3.0401599407196045
307,0,3.4787192344665527
308,0,4.276106834411621
309,0,2.208037853240967
310,0,2.9045846462249756
311,0,2.3879637718200684
312,0,2.9253551959991455
313,0,2.583120346069336
314,0,3.3387577533721924
315,0,1.7370703220367432
316,0,2.336390733718872
317,0,4.428827285766602
318,0,2.5657570362091064
319,0,2.790440559387207
320,0,3.211245059967041
321,0,4.189316272735596
322,0,4.238214015960693
323,0,2.5677340030670166
324,0,2.6269819736480713
325,0,3.431623697280884
326,0,2.990363597869873
327,0,2.790071487426758
328,0,3.769413948059082
329,0,1.9332164525985718
330,0,3.1988227367401123
331,0,2.686852216720581
332,0,2.573932647705078
333,0,2.593160629272461
334,0,3.5772147178649902
335,0,3.293807029724121
336,0,3.1277894973754883
337,0,2.3205432891845703
338,0,2.8831868171691895
339,0,3.1583263874053955
340,0,3.6975834369659424
341,0,3.355008840560913
342,0,2.7193520069122314
343,0,2.7216506004333496
344,0,4.278068542480469
345,0,3.0804786682128906
346,0,3.1083388328552246
347,0,1.4789385795593262
348,0,2.493330240249634
349,0,3.231114625930786
350,0,2.592424154281616
351,0,2.391538381576538
352,0,3.1688148975372314
353,0,3.8795111179351807
354,0,2.5612735748291016
355,0,3.2261147499084473
356,0,2.013050079345703
357,0,1.8006869554519653
358,0,3.3663763999938965
359,0,2.3425421714782715
360,0,3.2659740447998047
361,0,2.722146511077881
362,0,4.069378852844238
363,0,2.7426395416259766
364,0,2.7521512508392334
365,0,1.868550181388855
366,0,2.7922050952911377
367,0,3.274909734725952
368,0,2.959129571914673
369,0,2.3986334800720215
370,0,3.564229965209961
371,0,3.5498082637786865
372,0,1.525637149810791
373,0,2.8120222091674805
374,0,2.6182234287261963
375,0,2.7037606239318848
376,0,1.6842060089111328
377,0,2.557663679122925
378,0,3.5117905139923096
379,0,3.2520761489868164
380,0,3.193570137023926
381,0,2.855778932571411
382,0,2.291731834411621
383,0,3.112337112426758
384,0,3.417018175125122
385,0,2.9105899333953857
386,0,3.5665159225463867
387,0,3.594256639480591
388,0,2.5306220054626465
389,0,2.966407537460327
390,0,2.957306385040283
391,0,4.17359733581543
392,0,1.9853463172912598
393,0,3.0410265922546387
394,0,2.187028169631958
395,0,5.0054168701171875
396,0,3.866778612136841
397,0,4.428083896636963
398,0,3.1494977474212646
399,0,3.450248956680298
400,0,3.4169418811798096
401,0,2.8384430408477783
402,0,2.8995118141174316
403,0,2.752342462539673
404,0,2.709207534790039
405,0,3.7788472175598145
406,0,2.913655996322632
407,0,3.7381510734558105
408,0,2.2694602012634277
409,0,1.1683578491210938
410,0,4.029892444610596
411,0,2.0006940364837646
412,0,2.2115774154663086
413,0,2.729767322540283
414,0,3.4588582515716553
415,0,4.011810302734375
416,0,2.466325044631958
417,0,2.216728925704956
418,0,4.2448015213012695
419,0,1.6900287866592407
